Photon Energy (eV),v=0,v=1,v=2,v=3,v=4
1.0,0.0,0.0,0.0,0.0,0.0
1.0816326530612246,1.0,0.0,0.0,0.0,0.0
1.163265306122449,1.0,0.0,0.0,0.0,0.0
1.2448979591836735,1.0,0.0,0.0,0.0,0.0
1.3265306122448979,0.2791268545484815,0.7208731454515185,0.0,0.0,0.0
1.4081632653061225,0.26659126083670515,0.7334087391632949,0.0,0.0,0.0
1.489795918367347,0.2566104027192647,0.7433895972807353,0.0,0.0,0.0
1.5714285714285714,0.12308784829945053,0.3682436285171027,0.5086685231834468,0.0,0.0
1.6530612244897958,0.11648352691670154,0.3552444147804283,0.5282720583028703,0.0,0.0
1.7346938775510203,0.1117228950612835,0.345677240009688,0.5425998649290285,0.0,0.0
1.816326530612245,0.07078812515076716,0.22202223166514684,0.3609750671189368,0.3462145760651491,0.0
1.8979591836734693,0.06642008698560947,0.21124369603509133,0.35060998131812493,0.3717262356611742,0.0
1.9795918367346939,0.06348118053419934,0.2047861714086306,0.3449673800681769,0.38676526798899313,0.0
2.061224489795918,0.04754144130208041,0.15554942451361256,0.2656153299632198,0.3094451270443007,0.22184867717678664
2.142857142857143,0.04409838778398065,0.14628320403163395,0.25327727468147104,0.30172858442803463,0.25461254907487996
2.224489795918367,0.042044087486077276,0.14132172085756056,0.2481815147746089,0.30022970725152515,0.2682229696302281
2.3061224489795915,0.040280120599057306,0.1371019638602701,0.24420675765913138,0.2994807720062325,0.2789303858753087
2.387755102040816,0.03879159442061489,0.13360701939087966,0.24129587971976563,0.30002093919516754,0.2862845672735722
2.4693877551020407,0.03747137837706523,0.13049367451722116,0.23882660330397323,0.3011834027889105,0.2920249410128299
2.5510204081632653,0.03625971471563261,0.12756584343426916,0.23644056236419494,0.30243898781577727,0.297294891670126
2.63265306122449,0.03513870886664555,0.12476693779608787,0.23403222367584023,0.30355081229978087,0.3025113173616453
2.7142857142857144,0.03410783935861021,0.1221024011952741,0.23160816931862385,0.30445700083193633,0.30772458929555563
2.7959183673469385,0.03317034269884261,0.11959513273230973,0.22920561283231117,0.3051691703887094,0.31285974134782707
2.877551020408163,0.03232794750509275,0.11726727295710662,0.2268611890161888,0.30571536275744216,0.31782822776416964
2.9591836734693877,0.0315796521525561,0.11513474440713445,0.22460439836602245,0.3061166859790038,0.3225645190952832
3.0408163265306123,0.030922104715003108,0.11320681022848482,0.2224597901783016,0.30638436751879866,0.3270269273594118
3.1224489795918364,0.03035038515670345,0.11148694344282659,0.22044984595963937,0.30652557830953614,0.3311872471312945
3.204081632653061,0.029858693989551828,0.10997359926133711,0.21859562058658433,0.30655003507783757,0.335022051084689
3.2857142857142856,0.029440833812968602,0.10866070639509898,0.21691518681655503,0.30647357382624923,0.3385096991491281
3.36734693877551,0.029090530920676476,0.10753814817623204,0.21542117247671524,0.30631806650412496,0.3416320819222513
3.4489795918367343,0.028801672072727436,0.1065924976264702,0.2141187303099239,0.30610873695016233,0.3443783630407161
3.530612244897959,0.028568503607819123,0.10580808844106512,0.21300476467557589,0.30587041877877663,0.34674822449676324
3.6122448979591835,0.028385804292330747,0.10516832700409856,0.21206862488484268,0.30562409303373456,0.3487531507849933
3.693877551020408,0.02824901983328341,0.1046570504783786,0.21129400401511367,0.30538455504318185,0.35041537063004236
3.7755102040816326,0.028154339293805813,0.10425971735768795,0.21066152659432066,0.30515953896073944,0.3517648777934463
3.8571428571428568,0.028098698255773095,0.10396425784177782,0.21015144961232382,0.3049502059274908,0.3528353883626346
3.9387755102040813,0.028079705197120653,0.10376148556152444,0.20974598444958295,0.30475263187316015,0.3536601929186117
4.020408163265306,0.02809550112526821,0.10364505612784297,0.20943091102996322,0.304559818524308,0.3542687131926175
4.1020408163265305,0.02814457394747298,0.10361103323977114,0.20919634425541064,0.304363768733085,0.35468427982426026
4.183673469387754,0.028225555713332583,0.10365717706785266,0.2090366835952476,0.3041572697566156,0.3549233138669515
4.26530612244898,0.028337031752744383,0.10378209632726222,0.20894990275002287,0.30393516743485954,0.35499580173511097
4.346938775510203,0.02847738641111412,0.10398440527907188,0.208936407266745,0.3036950507963954,0.3549067502466735
4.428571428571429,0.028644702156021704,0.10426200515585214,0.20899770703308967,0.3034373759202732,0.35465820973476314
4.5102040816326525,0.028836719293990676,0.10461157403782638,0.20913512917704444,0.3031651305920122,0.3542514468991263
4.591836734693877,0.029050854223327788,0.10502830805885523,0.20934874931228828,0.30288317921161934,0.35368890919390944
4.673469387755102,0.029284266402503607,0.10550591671643972,0.20963665842877935,0.3025974378122881,0.35297572063998933
4.755102040816326,0.02953395881883406,0.106036840800137,0.20999461924539145,0.30231402004380886,0.3521205610918286
4.836734693877551,0.02979689401237792,0.10661263604061962,0.21041610679073333,0.3020384730876525,0.3511358900686166
4.918367346938775,0.03007010761331592,0.10722445058715252,0.2108926784862109,0.3017751922761,0.35003757103722066
5.0,0.03035080360764268,0.10786352027698742,0.21141458277162462,0.3015270681358352,0.3488440252079102
